variable,value,Season
AUC_tssw_en,0.997785829,Winter
AUC_tssw_en,0.989409142,Winter
AUC_tssw_en,0.959479444,Winter
AUC_tssw_en,0.973865526,Winter
AUC_tssw_en,0.986542443,Winter
AUC_tssw_en,0.955891619,Winter
AUC_tssw_en,0.983231141,Winter
AUC_tssw_en,0.996961197,Winter
AUC_tssw_en,0.930148298,Winter
AUC_tssw_en,0.983218917,Winter
AUC_tssw_en,0.997463768,Winter
AUC_tssw_en,0.958776167,Winter
AUC_tssw_en,0.995923913,Winter
AUC_tssw_en,NA,Winter
AUC_tssw_en,0.962494028,Winter
AUC_tssw_en,0.97993311,Winter
AUC_tssw_en,0.985921325,Winter
AUC_tssw_en,0.995904222,Winter
AUC_tssw_en,0.992082662,Winter
AUC_tssw_en,0.959035788,Winter
AUC_tssw_en,0.987212276,Winter
AUC_tssw_en,0.982286634,Winter
AUC_tssw_en,0.977225673,Winter
AUC_tssw_en,0.967696874,Winter
AUC_tssw_en,0.96325438,Winter
AUC_tssw_en,0.983918129,Winter
AUC_tssw_en,0.998098468,Winter
AUC_tssw_en,0.971014493,Winter
AUC_tssw_en,0.972049689,Winter
AUC_tssw_en,0.963438735,Winter
AUC_tssw_en,0.951193521,Winter
AUC_tssw_en,0.99975436,Winter
AUC_tssw_en,0.975591152,Winter
AUC_tssw_en,0.994824017,Winter
AUC_tssw_en,0.982008996,Winter
AUC_tssw_en,0.990036232,Winter
AUC_tssw_en,0.956507696,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.975425331,Winter
AUC_tssw_en,0.973278986,Winter
AUC_tssw_en,0.990217391,Winter
AUC_tssw_en,0.992149758,Winter
AUC_tssw_en,0.935532234,Winter
AUC_tssw_en,0.991081382,Winter
AUC_tssw_en,0.969979296,Winter
AUC_tssw_en,0.981774264,Winter
AUC_tssw_en,0.97662018,Winter
AUC_tssw_en,0.933229814,Winter
AUC_tssw_en,0.994263285,Winter
AUC_tssw_en,0.987771739,Winter
AUC_tssw_en,0.961264822,Winter
AUC_tssw_en,NA,Winter
AUC_tssw_en,0.996480331,Winter
AUC_tssw_en,0.987365292,Winter
AUC_tssw_en,0.97314578,Winter
AUC_tssw_en,0.98245614,Winter
AUC_tssw_en,0.996641923,Winter
AUC_tssw_en,0.961594203,Winter
AUC_tssw_en,0.963131072,Winter
AUC_tssw_en,0.980532122,Winter
AUC_tssw_en,0.95965289,Winter
AUC_tssw_en,0.957839262,Winter
AUC_tssw_en,0.9602657,Winter
AUC_tssw_en,0.991545894,Winter
AUC_tssw_en,0.999130435,Winter
AUC_tssw_en,0.994643982,Winter
AUC_tssw_en,0.985182782,Winter
AUC_tssw_en,0.992753623,Winter
AUC_tssw_en,0.961352657,Winter
AUC_tssw_en,0.992400141,Winter
AUC_tssw_en,0.988267771,Winter
AUC_tssw_en,0.991106719,Winter
AUC_tssw_en,0.973429952,Winter
AUC_tssw_en,0.980434783,Winter
AUC_tssw_en,0.955227743,Winter
AUC_tssw_en,0.972242692,Winter
AUC_tssw_en,0.98715415,Winter
AUC_tssw_en,0.996098105,Winter
AUC_tssw_en,0.990036232,Winter
AUC_tssw_en,0.99889729,Winter
AUC_tssw_en,0.995758218,Winter
AUC_tssw_en,0.996866432,Winter
AUC_tssw_en,0.983091787,Winter
AUC_tssw_en,0.986686889,Winter
AUC_tssw_en,0.990821256,Winter
AUC_tssw_en,0.967489228,Winter
AUC_tssw_en,0.964900362,Winter
AUC_tssw_en,0.984104722,Winter
AUC_tssw_en,0.967391304,Winter
AUC_tssw_en,0.981449275,Winter
AUC_tssw_en,0.999482402,Winter
AUC_tssw_en,0.985261606,Winter
AUC_tssw_en,0.984457047,Winter
AUC_tssw_en,0.996549344,Winter
AUC_tssw_en,0.987922705,Winter
AUC_tssw_en,0.971704624,Winter
AUC_tssw_en,0.949232484,Winter
AUC_tssw_en,0.983876812,Winter
AUC_tssw_en,0.963768116,Winter
AUC_tssw_en,0.926793014,Winter
AUC_tssw_en,0.996655518,Winter
AUC_tssw_en,0.970496894,Winter
AUC_tssw_en,0.994133885,Winter
AUC_tssw_en,0.999275362,Winter
AUC_tssw_en,0.973623188,Winter
AUC_tssw_en,0.998550725,Winter
AUC_tssw_en,0.995669848,Winter
AUC_tssw_en,0.995457495,Winter
AUC_tssw_en,0.984299517,Winter
AUC_tssw_en,0.958091787,Winter
AUC_tssw_en,0.999852115,Winter
AUC_tssw_en,0.991048593,Winter
AUC_tssw_en,0.999408459,Winter
AUC_tssw_en,0.996461072,Winter
AUC_tssw_en,0.987198068,Winter
AUC_tssw_en,0.99609077,Winter
AUC_tssw_en,0.978947368,Winter
AUC_tssw_en,0.99365942,Winter
AUC_tssw_en,0.986518369,Winter
AUC_tssw_en,0.994047619,Winter
AUC_tssw_en,0.997633836,Winter
AUC_tssw_en,0.998207082,Winter
AUC_tssw_en,0.997442455,Winter
AUC_tssw_en,0.990740741,Winter
AUC_tssw_en,0.967659689,Winter
AUC_tssw_en,0.988871636,Winter
AUC_tssw_en,0.977657005,Winter
AUC_tssw_en,0.975414079,Winter
AUC_tssw_en,0.994838197,Winter
AUC_tssw_en,0.982074752,Winter
AUC_tssw_en,0.997836902,Winter
AUC_tssw_en,0.997129682,Winter
AUC_tssw_en,0.998209719,Winter
AUC_tssw_en,0.918037603,Winter
AUC_tssw_en,0.945048309,Winter
AUC_tssw_en,0.960760186,Winter
AUC_tssw_en,0.984441603,Winter
AUC_tssw_en,0.995887192,Winter
AUC_tssw_en,0.996493689,Winter
AUC_tssw_en,0.99386845,Winter
AUC_tssw_en,0.980676329,Winter
AUC_tssw_en,0.972222222,Winter
AUC_tssw_en,0.979855072,Winter
AUC_tssw_en,0.986682335,Winter
AUC_tssw_en,0.992560386,Winter
AUC_tssw_en,0.956404862,Winter
AUC_tssw_en,0.992300725,Winter
AUC_tssw_en,0.989855072,Winter
AUC_tssw_en,0.980561307,Winter
AUC_tssw_en,0.97951333,Winter
AUC_tssw_en,0.963768116,Winter
AUC_tssw_en,0.974086326,Winter
AUC_tssw_en,0.976245321,Winter
AUC_tssw_en,0.987712665,Winter
AUC_tssw_en,0.994202899,Winter
AUC_tssw_en,0.952294686,Winter
AUC_tssw_en,0.977621483,Winter
AUC_tssw_en,0.970755694,Winter
AUC_tssw_en,0.976247987,Winter
AUC_tssw_en,0.992365424,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.999130435,Winter
AUC_tssw_en,0.982542819,Winter
AUC_tssw_en,0.970575318,Winter
AUC_tssw_en,0.989648033,Winter
AUC_tssw_en,0.994510321,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.987318841,Winter
AUC_tssw_en,0.982738095,Winter
AUC_tssw_en,0.997880777,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.983091787,Winter
AUC_tssw_en,0.99725516,Winter
AUC_tssw_en,0.977218225,Winter
AUC_tssw_en,0.957556936,Winter
AUC_tssw_en,0.958281573,Winter
AUC_tssw_en,0.999396135,Winter
AUC_tssw_en,0.994729908,Winter
AUC_tssw_en,0.972249671,Winter
AUC_tssw_en,0.975577026,Winter
AUC_tssw_en,0.958982773,Winter
AUC_tssw_en,0.992028986,Winter
AUC_tssw_en,0.981884058,Winter
AUC_tssw_en,0.958074534,Winter
AUC_tssw_en,0.95604264,Winter
AUC_tssw_en,0.975845411,Winter
AUC_tssw_en,0.976037114,Winter
AUC_tssw_en,0.998550725,Winter
AUC_tssw_en,0.976588629,Winter
AUC_tssw_en,0.982234689,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.961660079,Winter
AUC_tssw_en,0.98757764,Winter
AUC_tssw_en,0.979010495,Winter
AUC_tssw_en,0.983954451,Winter
AUC_tssw_en,0.997550521,Winter
AUC_tssw_en,0.98136646,Winter
AUC_tssw_en,0.996135266,Winter
AUC_tssw_en,0.984966472,Winter
AUC_tssw_en,0.999309869,Winter
AUC_tssw_en,0.957755165,Winter
AUC_tssw_en,0.996376812,Winter
AUC_tssw_en,0.998964803,Winter
AUC_tssw_en,0.997431664,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.980962908,Winter
AUC_tssw_en,0.996698873,Winter
AUC_tssw_en,0.989002558,Winter
AUC_tssw_en,0.996204279,Winter
AUC_tssw_en,0.997442455,Winter
AUC_tssw_en,0.988405797,Winter
AUC_tssw_en,0.992149758,Winter
AUC_tssw_en,0.999442586,Winter
AUC_tssw_en,0.996163683,Winter
AUC_tssw_en,0.953886693,Winter
AUC_tssw_en,0.983750549,Winter
AUC_tssw_en,0.994032396,Winter
AUC_tssw_en,0.989632107,Winter
AUC_tssw_en,0.975296443,Winter
AUC_tssw_en,0.981993852,Winter
AUC_tssw_en,0.984654731,Winter
AUC_tssw_en,0.975323149,Winter
AUC_tssw_en,0.979897148,Winter
AUC_tssw_en,0.986824769,Winter
AUC_tssw_en,0.999275362,Winter
AUC_tssw_en,0.998550725,Winter
AUC_tssw_en,0.983333333,Winter
AUC_tssw_en,0.987232574,Winter
AUC_tssw_en,0.989855072,Winter
AUC_tssw_en,0.989500148,Winter
AUC_tssw_en,0.979641132,Winter
AUC_tssw_en,0.994632313,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.974057971,Winter
AUC_tssw_en,0.96715755,Winter
AUC_tssw_en,0.938983407,Winter
AUC_tssw_en,0.977011494,Winter
AUC_tssw_en,0.951505017,Winter
AUC_tssw_en,0.983436853,Winter
AUC_tssw_en,0.989583333,Winter
AUC_tssw_en,0.982805208,Winter
AUC_tssw_en,0.996376812,Winter
AUC_tssw_en,0.97113943,Winter
AUC_tssw_en,0.997066943,Winter
AUC_tssw_en,0.9935164,Winter
AUC_tssw_en,0.986594203,Winter
AUC_tssw_en,0.971644612,Winter
AUC_tssw_en,0.979528986,Winter
AUC_tssw_en,0.973534972,Winter
AUC_tssw_en,0.985024155,Winter
AUC_tssw_en,0.984697092,Winter
AUC_tssw_en,0.999868248,Winter
AUC_tssw_en,0.981078905,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.999094203,Winter
AUC_tssw_en,0.993221131,Winter
AUC_tssw_en,0.909686701,Winter
AUC_tssw_en,0.965182043,Winter
AUC_tssw_en,0.986542443,Winter
AUC_tssw_en,0.985507246,Winter
AUC_tssw_en,0.955242967,Winter
AUC_tssw_en,0.988405797,Winter
AUC_tssw_en,0.996135266,Winter
AUC_tssw_en,0.994752624,Winter
AUC_tssw_en,0.95831811,Winter
AUC_tssw_en,0.978807766,Winter
AUC_tssw_en,0.981949934,Winter
AUC_tssw_en,0.998964803,Winter
AUC_tssw_en,0.951723463,Winter
AUC_tssw_en,0.989855072,Winter
AUC_tssw_en,0.990338164,Winter
AUC_tssw_en,0.995041953,Winter
AUC_tssw_en,0.9897343,Winter
AUC_tssw_en,0.997412008,Winter
AUC_tssw_en,0.995571659,Winter
AUC_tssw_en,0.976621808,Winter
AUC_tssw_en,0.993741765,Winter
AUC_tssw_en,0.957720388,Winter
AUC_tssw_en,0.99673913,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.976031215,Winter
AUC_tssw_en,0.968976449,Winter
AUC_tssw_en,0.991261722,Winter
AUC_tssw_en,0.985205314,Winter
AUC_tssw_en,0.986956522,Winter
AUC_tssw_en,0.985869565,Winter
AUC_tssw_en,0.978713768,Winter
AUC_tssw_en,0.992507983,Winter
AUC_tssw_en,1,Winter
AUC_tssw_en,0.998569794,Winter
AUC_tssw_en,0.987256372,Winter
AUC_tssw_en,0.992019813,Winter
AUC_tssw_en,0.99956738,Winter
AUC_tssw_en,0.999147485,Winter
AUC_tssw_en,0.994593088,Winter
AUC_tssw_en,0.997374501,Winter
tss_rf,0.992753623,Winter
tss_rf,0.814633006,Winter
tss_rf,0.840442986,Winter
tss_rf,0.867149758,Winter
tss_rf,0.8,Winter
tss_rf,0.929951691,Winter
tss_rf,0.8,Winter
tss_rf,0.887490465,Winter
tss_rf,0.954738016,Winter
tss_rf,0.868982594,Winter
tss_rf,0.687747036,Winter
tss_rf,0.82569526,Winter
tss_rf,0.866193141,Winter
tss_rf,0.851851852,Winter
tss_rf,0.833333333,Winter
tss_rf,0.941223833,Winter
tss_rf,0.949764982,Winter
tss_rf,0.940122044,Winter
tss_rf,0.837718084,Winter
tss_rf,0.905157715,Winter
tss_rf,0.805678793,Winter
tss_rf,0.867149758,Winter
tss_rf,0.868530021,Winter
tss_rf,0.885093168,Winter
tss_rf,0.954451346,Winter
tss_rf,0.75,Winter
tss_rf,0.856460068,Winter
tss_rf,0.85,Winter
tss_rf,0.928237494,Winter
tss_rf,0.942028986,Winter
tss_rf,0.957556936,Winter
tss_rf,0.944362564,Winter
tss_rf,0.992753623,Winter
tss_rf,0.799331104,Winter
tss_rf,0.892753623,Winter
tss_rf,0.904944587,Winter
tss_rf,0.869565217,Winter
tss_rf,0.833333333,Winter
tss_rf,0.902439024,Winter
tss_rf,0.843768116,Winter
tss_rf,0.742753623,Winter
tss_rf,0.909295352,Winter
tss_rf,0.8,Winter
tss_rf,0.954545455,Winter
tss_rf,0.939958592,Winter
tss_rf,0.945910973,Winter
tss_rf,0.792753623,Winter
tss_rf,0.887681159,Winter
tss_rf,0.841982235,Winter
tss_rf,0.90942029,Winter
tss_rf,0.769230769,Winter
tss_rf,0.83407276,Winter
tss_rf,0.838322642,Winter
tss_rf,0.878364389,Winter
tss_rf,0.880434783,Winter
tss_rf,0.952619844,Winter
tss_rf,0.903225806,Winter
tss_rf,0.749241658,Winter
tss_rf,0.789473684,Winter
tss_rf,0.9,Winter
tss_rf,0.771497585,Winter
tss_rf,0.867753623,Winter
tss_rf,NA,Winter
tss_rf,0.880315337,Winter
tss_rf,0.870122631,Winter
tss_rf,0.857142857,Winter
tss_rf,0.985507246,Winter
tss_rf,0.922705314,Winter
tss_rf,0.7945874,Winter
tss_rf,0.91943734,Winter
tss_rf,0.86763285,Winter
tss_rf,0.828571429,Winter
tss_rf,0.848000698,Winter
tss_rf,0.850475881,Winter
tss_rf,0.957665904,Winter
tss_rf,0.971168671,Winter
tss_rf,0.785714286,Winter
tss_rf,0.878364389,Winter
tss_rf,0.803689065,Winter
tss_rf,0.787297528,Winter
tss_rf,0.992753623,Winter
tss_rf,0.90389016,Winter
tss_rf,0.857142857,Winter
tss_rf,0.862068966,Winter
tss_rf,0.860507246,Winter
tss_rf,0.782608696,Winter
tss_rf,0.928571429,Winter
tss_rf,0.826086957,Winter
tss_rf,0.842753623,Winter
tss_rf,0.935507246,Winter
tss_rf,0.833333333,Winter
tss_rf,0.792103948,Winter
tss_rf,0.908584169,Winter
tss_rf,0.842650104,Winter
tss_rf,0.833992095,Winter
tss_rf,0.881050041,Winter
tss_rf,0.785714286,Winter
tss_rf,0.826086957,Winter
tss_rf,0.85326087,Winter
tss_rf,0.854808959,Winter
tss_rf,NA,Winter
tss_rf,0.964182195,Winter
tss_rf,0.894091416,Winter
tss_rf,0.823529412,Winter
tss_rf,0.925629291,Winter
tss_rf,0.953870626,Winter
tss_rf,0.8,Winter
tss_rf,0.902054467,Winter
tss_rf,0.896387627,Winter
tss_rf,0.8647343,Winter
tss_rf,0.883926219,Winter
tss_rf,0.865942029,Winter
tss_rf,0.91884058,Winter
tss_rf,0.985507246,Winter
tss_rf,0.862318841,Winter
tss_rf,0.918991997,Winter
tss_rf,0.857142857,Winter
tss_rf,0.866666667,Winter
tss_rf,0.968363379,Winter
tss_rf,0.897515528,Winter
tss_rf,0.863636364,Winter
tss_rf,0.82815735,Winter
tss_rf,0.937681159,Winter
tss_rf,0.806935818,Winter
tss_rf,0.900884304,Winter
tss_rf,0.903820817,Winter
tss_rf,0.954292085,Winter
tss_rf,0.811594203,Winter
tss_rf,0.992753623,Winter
tss_rf,0.887946271,Winter
tss_rf,0.918918919,Winter
tss_rf,0.917654809,Winter
tss_rf,0.924502865,Winter
tss_rf,0.866666667,Winter
tss_rf,0.852722288,Winter
tss_rf,0.879528986,Winter
tss_rf,0.913744741,Winter
tss_rf,0.742753623,Winter
tss_rf,0.883768116,Winter
tss_rf,0.928571429,Winter
tss_rf,0.912920658,Winter
tss_rf,0.898550725,Winter
tss_rf,0.857142857,Winter
tss_rf,0.8,Winter
tss_rf,0.835403727,Winter
tss_rf,0.831403825,Winter
tss_rf,0.871014493,Winter
tss_rf,0.8125,Winter
tss_rf,0.794035674,Winter
tss_rf,0.846153846,Winter
tss_rf,0.892339545,Winter
tss_rf,0.84989648,Winter
tss_rf,0.9,Winter
tss_rf,0.823768116,Winter
tss_rf,0.985507246,Winter
tss_rf,0.948921881,Winter
tss_rf,0.93348475,Winter
tss_rf,0.874396135,Winter
tss_rf,0.856521739,Winter
tss_rf,0.97234546,Winter
tss_rf,0.985507246,Winter
tss_rf,0.985507246,Winter
tss_rf,0.962251432,Winter
tss_rf,0.91884058,Winter
tss_rf,0.932875667,Winter
tss_rf,0.895957285,Winter
tss_rf,0.867753623,Winter
tss_rf,0.899730367,Winter
tss_rf,0.935300207,Winter
tss_rf,0.953564034,Winter
tss_rf,0.971014493,Winter
tss_rf,0.992753623,Winter
tss_rf,0.944444444,Winter
tss_rf,0.893719807,Winter
tss_rf,0.949792961,Winter
tss_rf,0.894927536,Winter
tss_rf,0.907996894,Winter
tss_rf,0.937164979,Winter
tss_rf,0.774980931,Winter
tss_rf,0.971014493,Winter
tss_rf,0.956521739,Winter
tss_rf,0.959249787,Winter
tss_rf,0.792303173,Winter
tss_rf,0.777777778,Winter
tss_rf,0.830325403,Winter
tss_rf,0.926683717,Winter
tss_rf,0.938699569,Winter
tss_rf,0.870967742,Winter
tss_rf,0.9393534,Winter
tss_rf,0.833333333,Winter
tss_rf,0.915830546,Winter
tss_rf,0.936521739,Winter
tss_rf,0.882687035,Winter
tss_rf,0.93942029,Winter
tss_rf,0.873539037,Winter
tss_rf,0.867753623,Winter
tss_rf,0.851014493,Winter
tss_rf,0.956521739,Winter
tss_rf,0.907139023,Winter
tss_rf,0.857142857,Winter
tss_rf,0.923913043,Winter
tss_rf,0.950523083,Winter
tss_rf,0.81884058,Winter
tss_rf,0.85942029,Winter
tss_rf,0.851449275,Winter
tss_rf,0.867860188,Winter
tss_rf,0.908902692,Winter
tss_rf,0.833333333,Winter
tss_rf,0.967650104,Winter
tss_rf,1,Winter
tss_rf,0.952753623,Winter
tss_rf,0.87911726,Winter
tss_rf,0.780632411,Winter
tss_rf,0.842650104,Winter
tss_rf,0.947957839,Winter
tss_rf,1,Winter
tss_rf,0.985507246,Winter
tss_rf,0.949275362,Winter
tss_rf,0.959392945,Winter
tss_rf,1,Winter
tss_rf,0.874396135,Winter
tss_rf,0.947299078,Winter
tss_rf,0.920550516,Winter
tss_rf,0.785714286,Winter
tss_rf,0.833954451,Winter
tss_rf,0.951086957,Winter
tss_rf,0.985507246,Winter
tss_rf,0.897562582,Winter
tss_rf,0.863929147,Winter
tss_rf,0.844134537,Winter
tss_rf,0.9,Winter
tss_rf,0.82815735,Winter
tss_rf,0.914078675,Winter
tss_rf,0.881003713,Winter
tss_rf,0.946105072,Winter
tss_rf,0.930066713,Winter
tss_rf,0.958234519,Winter
tss_rf,0.846153846,Winter
tss_rf,0.913744741,Winter
tss_rf,1,Winter
tss_rf,0.864031621,Winter
tss_rf,0.84989648,Winter
tss_rf,0.867566217,Winter
tss_rf,0.857142857,Winter
tss_rf,0.949275362,Winter
tss_rf,0.956521739,Winter
tss_rf,0.926086957,Winter
tss_rf,0.956521739,Winter
tss_rf,0.857142857,Winter
tss_rf,0.85538082,Winter
tss_rf,0.918679549,Winter
tss_rf,0.857142857,Winter
tss_rf,0.97826087,Winter
tss_rf,1,Winter
tss_rf,0.912920658,Winter
tss_rf,0.981642512,Winter
tss_rf,0.972378517,Winter
tss_rf,0.985507246,Winter
tss_rf,0.941176471,Winter
tss_rf,0.792753623,Winter
tss_rf,0.90942029,Winter
tss_rf,0.846153846,Winter
tss_rf,0.823529412,Winter
tss_rf,0.818181818,Winter
tss_rf,0.878787879,Winter
tss_rf,0.933930094,Winter
tss_rf,0.933890747,Winter
tss_rf,0.900809336,Winter
tss_rf,0.781949934,Winter
tss_rf,0.816283035,Winter
tss_rf,0.921758715,Winter
tss_rf,0.791958859,Winter
tss_rf,0.818181818,Winter
tss_rf,0.964182195,Winter
tss_rf,0.9,Winter
tss_rf,0.8,Winter
tss_rf,0.97826087,Winter
tss_rf,0.9,Winter
tss_rf,0.91703638,Winter
tss_rf,0.890269151,Winter
tss_rf,0.888888889,Winter
tss_rf,0.878787879,Winter
tss_rf,0.914782609,Winter
tss_rf,0.865474521,Winter
tss_rf,0.804347826,Winter
tss_rf,0.833083458,Winter
tss_rf,0.802675585,Winter
tss_rf,0.949275362,Winter
tss_rf,0.9375,Winter
tss_rf,0.929869811,Winter
tss_rf,0.857142857,Winter
tss_rf,0.893053473,Winter
tss_rf,0.914078675,Winter
tss_rf,0.789473684,Winter
tss_rf,0.92826087,Winter
tss_rf,0.913043478,Winter
tss_rf,0.87826087,Winter
tss_rf,0.782608696,Winter
tss_rf,0.956521739,Winter
tss_rf,0.936853002,Winter
tss_rf,0.992753623,Winter
tss_rf,0.881642512,Winter
tss_rf,1,Winter
tss_rf,0.875,Winter
tss_rf,0.920991117,Winter
tss_rf,0.678388747,Winter
tss_rf,0.839872747,Winter
tss_rf,0.857142857,Winter
tss_rf,0.826086957,Winter
tss_rf,0.876385337,Winter
tss_rf,0.904347826,Winter
tss_rf,0.948309179,Winter
tss_rf,0.889305347,Winter
tss_rf,0.900438436,Winter
tss_rf,0.899917966,Winter
tss_rf,0.938339921,Winter
tss_rf,0.985507246,Winter
tss_rf,0.792401097,Winter
tss_rf,0.85,Winter
tss_rf,0.881642512,Winter
tss_rf,0.992753623,Winter
tss_rf,0.874396135,Winter
tss_rf,0.857142857,Winter
tss_rf,0.90942029,Winter
tss_rf,0.89699793,Winter
tss_rf,0.863636364,Winter
tss_rf,0.824180015,Winter
tss_rf,0.9,Winter
tss_rf,0.9375,Winter
tss_rf,0.807692308,Winter
tss_rf,0.82201087,Winter
tss_rf,0.91943734,Winter
tss_rf,0.860507246,Winter
tss_rf,0.792753623,Winter
tss_rf,0.82826087,Winter
tss_rf,0.867753623,Winter
tss_rf,0.963768116,Winter
tss_rf,0.965517241,Winter
tss_rf,0.97826087,Winter
tss_rf,0.922038981,Winter
tss_rf,0.951109888,Winter
tss_rf,0.985290937,Winter
tss_rf,0.953537937,Winter
tss_rf,0.97826087,Winter
tss_rf,0.971014493,Winter
tss_gl,0.913043478,Winter
tss_gl,0.702664797,Winter
tss_gl,0.747744053,Winter
tss_gl,0.570853462,Winter
tss_gl,0.789855072,Winter
tss_gl,0.821256039,Winter
tss_gl,0.782608696,Winter
tss_gl,0.847826087,Winter
tss_gl,0.829765886,Winter
tss_gl,0.706066565,Winter
tss_gl,0.612648221,Winter
tss_gl,0.793772033,Winter
tss_gl,0.758717176,Winter
tss_gl,0.695652174,Winter
tss_gl,0.822463768,Winter
tss_gl,0.7568438,Winter
tss_gl,0.903446925,Winter
tss_gl,0.778794813,Winter
tss_gl,0.760869565,Winter
tss_gl,0.767263427,Winter
tss_gl,0.737296658,Winter
tss_gl,0.760064412,Winter
tss_gl,0.67494824,Winter
tss_gl,0.692805383,Winter
tss_gl,0.863354037,Winter
tss_gl,0.710144928,Winter
tss_gl,0.60715387,Winter
tss_gl,0.725362319,Winter
tss_gl,0.920289855,Winter
tss_gl,0.920289855,Winter
tss_gl,0.935817805,Winter
tss_gl,0.869565217,Winter
tss_gl,0.913043478,Winter
tss_gl,0.615384615,Winter
tss_gl,0.811594203,Winter
tss_gl,0.665387894,Winter
tss_gl,0.884057971,Winter
tss_gl,0.75,Winter
tss_gl,0.719335454,Winter
tss_gl,0.737101449,Winter
tss_gl,0.731884058,Winter
tss_gl,0.835082459,Winter
tss_gl,0.804347826,Winter
tss_gl,0.722661397,Winter
tss_gl,0.835058661,Winter
tss_gl,0.69384058,Winter
tss_gl,0.791304348,Winter
tss_gl,0.662137681,Winter
tss_gl,0.75829827,Winter
tss_gl,0.862318841,Winter
tss_gl,0.789855072,Winter
tss_gl,0.760869565,Winter
tss_gl,0.710144928,Winter
tss_gl,0.83436853,Winter
tss_gl,0.673913043,Winter
tss_gl,0.816053512,Winter
tss_gl,0.804347826,Winter
tss_gl,0.67222784,Winter
tss_gl,0.802440885,Winter
tss_gl,0.754347826,Winter
tss_gl,0.693236715,Winter
tss_gl,0.847826087,Winter
tss_gl,NA,Winter
tss_gl,0.546265329,Winter
tss_gl,0.623745819,Winter
tss_gl,0.777846791,Winter
tss_gl,0.81884058,Winter
tss_gl,0.726247987,Winter
tss_gl,0.644335995,Winter
tss_gl,0.686700767,Winter
tss_gl,0.75942029,Winter
tss_gl,0.710144928,Winter
tss_gl,0.722542343,Winter
tss_gl,0.667369673,Winter
tss_gl,0.876048818,Winter
tss_gl,0.87804502,Winter
tss_gl,0.637681159,Winter
tss_gl,0.718944099,Winter
tss_gl,0.766139657,Winter
tss_gl,0.435635124,Winter
tss_gl,0.939572587,Winter
tss_gl,0.715484363,Winter
tss_gl,0.736616386,Winter
tss_gl,0.711644178,Winter
tss_gl,0.80615942,Winter
tss_gl,0.6380182,Winter
tss_gl,0.763975155,Winter
tss_gl,0.724637681,Winter
tss_gl,0.796014493,Winter
tss_gl,0.776811594,Winter
tss_gl,0.688405797,Winter
tss_gl,0.563718141,Winter
tss_gl,0.814381271,Winter
tss_gl,0.661490683,Winter
tss_gl,0.830698287,Winter
tss_gl,0.783839212,Winter
tss_gl,0.741200828,Winter
tss_gl,0.653985507,Winter
tss_gl,0.802536232,Winter
tss_gl,0.622793149,Winter
tss_gl,NA,Winter
tss_gl,0.841821946,Winter
tss_gl,0.851170569,Winter
tss_gl,0.619778346,Winter
tss_gl,0.815026697,Winter
tss_gl,0.876104631,Winter
tss_gl,0.726086957,Winter
tss_gl,0.738652652,Winter
tss_gl,0.595392602,Winter
tss_gl,0.615136876,Winter
tss_gl,0.494071146,Winter
tss_gl,0.507246377,Winter
tss_gl,0.630434783,Winter
tss_gl,0.811594203,Winter
tss_gl,0.666666667,Winter
tss_gl,0.789855072,Winter
tss_gl,0.797101449,Winter
tss_gl,0.655072464,Winter
tss_gl,0.741074585,Winter
tss_gl,0.82505176,Winter
tss_gl,0.671936759,Winter
tss_gl,0.760869565,Winter
tss_gl,0.756521739,Winter
tss_gl,0.623188406,Winter
tss_gl,0.821174159,Winter
tss_gl,0.876811594,Winter
tss_gl,0.814102564,Winter
tss_gl,0.835144928,Winter
tss_gl,0.768115942,Winter
tss_gl,0.766702015,Winter
tss_gl,0.635526831,Winter
tss_gl,0.81884058,Winter
tss_gl,0.763565891,Winter
tss_gl,0.802898551,Winter
tss_gl,0.661966314,Winter
tss_gl,0.723505435,Winter
tss_gl,0.743104254,Winter
tss_gl,0.753623188,Winter
tss_gl,0.804347826,Winter
tss_gl,0.819875776,Winter
tss_gl,0.748587571,Winter
tss_gl,0.782608696,Winter
tss_gl,0.789855072,Winter
tss_gl,0.692753623,Winter
tss_gl,0.784679089,Winter
tss_gl,0.622716748,Winter
tss_gl,0.711594203,Winter
tss_gl,0.676630435,Winter
tss_gl,0.678093645,Winter
tss_gl,0.592530658,Winter
tss_gl,0.732623484,Winter
tss_gl,0.66873706,Winter
tss_gl,0.956521739,Winter
tss_gl,0.599130435,Winter
tss_gl,0.985507246,Winter
tss_gl,0.695298692,Winter
tss_gl,0.912178239,Winter
tss_gl,0.729468599,Winter
tss_gl,0.641304348,Winter
tss_gl,0.943359953,Winter
tss_gl,0.869565217,Winter
tss_gl,0.953564034,Winter
tss_gl,0.886754297,Winter
tss_gl,0.679710145,Winter
tss_gl,0.893974066,Winter
tss_gl,0.546224256,Winter
